pos,player,opp,status,points,year,week,team,team_score,team_away,team_away_score,team_manager,team_away_manager
BN,G. Tate,@NYG,W 34-13,0,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
BN,D. Brees,BYE,BYE,0,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
BN,J. Gordon,KC,W 43-40,6.7,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
BN,L. Bell,@CIN,W 28-21,0,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
BN,K. Golladay,BYE,BYE,0,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
BN,C. Clement,@NYG,W 34-13,14.4,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
QB,T. Brady,KC,W 43-40,21.8,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
RB,T. Gurley,@DEN,W 23-20,35.5,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
RB,A. Ekeler,@CLE,W 38-14,6,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
WR,A. Thielen,ARI,W 27-17,23.8,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
WR,J. Smith-Schuster,@CIN,W 28-21,16.6,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
TE,J. Graham,SF,W 33-30,12.9,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
FLEX,D. Jackson,@ATL,L 29-34,10.4,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
K,R. Succop,BAL,L 0-21,0,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
DEF,Rams DEF,@DEN,W 23-20,5,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
BN,D. Lewis,BAL,L 0-21,2.4,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
BN,P. Rivers,@CLE,W 38-14,14.28,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
BN,C. Thompson,CAR,W 23-17,0,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
BN,S. Watkins,@NE,L 40-43,2.7,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
BN,J. Landry,LAC,L 14-38,2.1,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
BN,M. Breida,@GB,L 30-33,12.1,2018,6,Die EXperten,132,mod s0beit,114.1,Markus,Simon
QB,C. Newton,@WAS,L 17-23,23.3,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
RB,K. Drake,CHI,W 31-28,7.8,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
RB,D. Henry,BAL,L 0-21,3.1,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
WR,J. Nelson,SEA,L 3-27,1.6,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
WR,A. Brown,@CIN,W 28-21,19,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
TE,C. Clay,@HOU,L 13-20,4,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
FLEX,K. Allen,@CLE,W 38-14,12.3,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
K,S. Gostkowski,KC,W 43-40,20,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
DEF,Eagles DEF,@NYG,W 34-13,10,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
BN,C. Keenum,LAR,L 20-23,19.48,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
BN,R. Burkhead,KC,W 43-40,0,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
BN,M. Evans,@ATL,L 29-34,7.8,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
BN,S. Shepard,PHI,L 13-34,5.2,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
BN,E. Engram,PHI,L 13-34,0,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
BN,T. Cohen,@MIA,L 28-31,19.6,2018,6,RoadToGlory,101.1,Goldcity,143.72,Andi,Hagen
QB,C. Wentz,@NYG,W 34-13,24.52,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
RB,B. Powell,IND,W 42-34,5.9,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
RB,M. Gordon,@CLE,W 38-14,34,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
WR,M. Crabtree,@TEN,W 21-0,18.3,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
WR,J. Jones,TB,W 34-29,19.4,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
TE,Z. Ertz,@NYG,W 34-13,13.8,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
FLEX,M. Mack,@NYJ,L 34-42,9.8,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
K,C. Boswell,@CIN,W 28-21,6,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
DEF,Vikings DEF,ARI,W 27-17,12,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
BN,P. Garcon,@GB,L 30-33,5.7,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
BN,J. Cook,SEA,L 3-27,2,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
BN,M. Jones,BYE,BYE,0,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
BN,K. Benjamin,@NE,L 40-43,5.3,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
BN,J. Garoppolo,@GB,L 30-33,0,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
BN,R. Penny,@LV,W 27-3,8,2018,6,Goldcity,143.72,RoadToGlory,101.1,Hagen,Andi
QB,A. Rodgers,SF,W 33-30,28.4,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
RB,D. Johnson,@MIN,L 17-27,11.9,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
RB,C. McCaffrey,@WAS,L 17-23,10.1,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
WR,J. Brown,@TEN,W 21-0,3.8,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
WR,T. Boyd,PIT,L 21-28,21.7,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
TE,R. Gronkowski,KC,W 43-40,11.2,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
FLEX,A. Peterson,CAR,W 23-17,9.7,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
K,M. Bryant,TB,W 34-29,13,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
DEF,Cardinals DEF,@MIN,L 17-27,14,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
BN,L. McCoy,@HOU,L 13-20,10.9,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
BN,A. Robinson,@MIA,L 28-31,14.9,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
BN,W. Fuller,BUF,W 20-13,4.3,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
BN,M. Williams,@CLE,W 38-14,1.9,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
BN,P. Lindsay,LAR,L 20-23,9.6,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
BN,N. Hines,@NYJ,L 34-42,4.5,2018,6,DJ-CMC,123.8,Rui's Crew,108.98,Tobsenheimi,Patrick
QB,R. Wilson,@LV,W 27-3,20.88,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
RB,A. Morris,@GB,L 30-33,0,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
RB,T. Coleman,TB,W 34-29,10.6,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
WR,A. Jeffery,@NYG,W 34-13,23.4,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
WR,B. Cooks,@DEN,W 23-20,6.3,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
TE,T. Kelce,@NE,L 40-43,8.6,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
FLEX,C. Ridley,TB,W 34-29,6.2,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
K,M. Crosby,SF,W 33-30,15,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
DEF,Texans DEF,BUF,W 20-13,18,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
BN,M. Ingram,BYE,BYE,0,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
BN,D. Funchess,@WAS,L 17-23,15.9,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
BN,J. Goff,@DEN,W 23-20,7.44,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
BN,D. Cook,ARI,W 27-17,0,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
BN,A. Kamara,BYE,BYE,0,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
BN,G. Zuerlein,@DEN,W 23-20,0,2018,6,Rui's Crew,108.98,DJ-CMC,123.8,Patrick,Tobsenheimi
QB,P. Mahomes,CIN,W 45-10,32.82,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
RB,E. Elliott,@WAS,L 17-20,5.2,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
RB,K. Johnson,@MIA,W 32-21,18.9,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
WR,J. Edelman,@CHI,W 38-31,12.1,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
WR,S. Diggs,@NYJ,W 37-17,6.6,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
TE,T. Burton,NE,L 31-38,23.1,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
FLEX,I. Smith,NYG,W 23-20,5.5,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
K,D. Bailey,@NYJ,W 37-17,12,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
DEF,Bears DEF,NE,L 31-38,0,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
BN,M. Lynch,BYE,BYE,0,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
BN,M. Goodwin,LAR,L 10-39,3.4,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
BN,D. Adams,BYE,BYE,0,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
BN,C. Davis,@LAC,L 19-20,2.5,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
BN,J. Conner,BYE,BYE,0,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
BN,R. Freeman,@ARI,W 45-10,9.7,2018,7,Unlimited Power,116.22,Master of Disaster,111.76,Hubner,Stumpf
QB,D. Watson,@JAX,W 20-7,10.86,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
RB,L. Murray,@NYJ,W 37-17,21.3,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
RB,T. Yeldon,HOU,L 7-20,15.3,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
WR,D. Hopkins,@JAX,W 20-7,12.5,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
WR,R. Woods,@SF,W 39-10,10.9,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
TE,E. Ebron,BUF,W 37-5,4.6,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
FLEX,J. Howard,NE,L 31-38,11.3,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
K,C. Parkey,NE,L 31-38,8,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
DEF,Patriots DEF,@CHI,W 38-31,17,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
BN,A. Smith,DAL,W 20-17,12.72,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
BN,D. Baldwin,BYE,BYE,0,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
BN,C. Hyde,HOU,L 7-20,0,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
BN,C. Kupp,@SF,W 39-10,0,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
BN,L. Fournette,HOU,L 7-20,0,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
BN,K. Coutee,@JAX,W 20-7,0.8,2018,7,Master of Disaster,111.76,Unlimited Power,116.22,Stumpf,Hubner
QB,M. Ryan,NYG,W 23-20,19.26,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
RB,L. Miller,@JAX,W 20-7,16.4,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
RB,K. Hunt RB,BYE,BYE,34.6,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
WR,O. Beckham,@ATL,L 20-23,24.2,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
WR,T. Hill,CIN,W 45-10,17.1,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
TE,K. Rudolph,@NYJ,W 37-17,2.1,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
FLEX,J. White,@CHI,W 38-31,25.7,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
K,J. Tucker,NO,L 23-24,4,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
DEF,Titans DEF,@LAC,L 19-20,3,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
BN,E. Sanders,@ARI,W 45-10,24.32,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
BN,G. Olsen,@PHI,W 21-17,7.5,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
BN,K. Cousins,@NYJ,W 37-17,17.54,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
BN,T. Hilton,BUF,W 37-5,16.5,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
BN,T. Lockett,BYE,BYE,0,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
BN,C. Carson,BYE,BYE,0,2018,7,Leschke-Ultras,146.36,mod s0beit,76.2,Walter,Simon
QB,J. Winston,CLE,W 26-23,20.1,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
RB,A. Collins,NO,L 23-24,6.3,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
RB,P. Barber,CLE,W 26-23,3,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
WR,A. Green,@KC,L 10-45,15.2,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
WR,K. Golladay,@MIA,W 32-21,4.7,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
TE,J. Reed,DAL,W 20-17,5.3,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
FLEX,G. Tate,CAR,L 17-21,8.6,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
K,H. Butker,CIN,W 45-10,8,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
DEF,Giants DEF,@ATL,L 20-23,5,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
BN,D. Brees,@BAL,W 24-23,16.78,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
BN,J. Gordon,@CHI,W 38-31,12,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
BN,L. Bell,BYE,BYE,0,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
BN,Q. Enunwa,MIN,L 17-37,0,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
BN,D. Johnson,@TB,L 23-26,3.9,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
BN,C. Clement,CAR,L 17-21,3.2,2018,7,mod s0beit,76.2,Leschke-Ultras,146.36,Simon,Walter
QB,T. Brady,@CHI,W 38-31,21.68,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
RB,T. Gurley,@SF,W 39-10,28.6,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
RB,M. Breida,LAR,L 10-39,-0.5,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
WR,A. Thielen,@NYJ,W 37-17,21.5,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
WR,J. Landry,@TB,L 23-26,20.7,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
TE,D. Njoku,@TB,L 23-26,13.2,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
FLEX,A. Ekeler,TEN,W 20-19,9.3,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
K,J. Myers,MIN,L 17-37,7,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
DEF,Rams DEF,@SF,W 39-10,23,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
BN,D. Jackson,CLE,W 26-23,10.3,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
BN,J. Graham,BYE,BYE,0,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
BN,C. Thompson,DAL,W 20-17,0,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
BN,W. Smallwood,CAR,L 17-21,4.7,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
BN,J. Smith-Schuster,BYE,BYE,0,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
BN,N. Chubb,@TB,L 23-26,14,2018,7,Die EXperten,144.48,RoadToGlory,108.86,Markus,Andi
QB,C. Newton,@PHI,W 21-17,25.66,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
RB,K. Drake,DET,L 21-32,16.7,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
RB,D. Henry,@LAC,L 19-20,13.5,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
WR,M. Evans,CLE,W 26-23,14.2,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
WR,S. Shepard,@ATL,L 20-23,19.2,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
TE,C. Clay,@IND,L 5-37,0.9,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
FLEX,K. Allen,TEN,W 20-19,9.7,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
K,S. Gostkowski,@CHI,W 38-31,7,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
DEF,Eagles DEF,CAR,L 17-21,2,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
BN,J. Nelson,BYE,BYE,0,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
BN,A. Brown,BYE,BYE,0,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
BN,C. Keenum,@ARI,W 45-10,8.84,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
BN,R. Burkhead,@CHI,W 38-31,0,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
BN,E. Engram,@ATL,L 20-23,3.6,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
BN,T. Cohen,NE,L 31-38,18.3,2018,7,RoadToGlory,108.86,Die EXperten,144.48,Andi,Markus
QB,C. Wentz,CAR,L 17-21,18.7,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
RB,B. Powell,MIN,L 17-37,3,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
RB,M. Mack,BUF,W 37-5,30.9,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
WR,J. Jones,NYG,W 23-20,12.9,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
WR,M. Jones,@MIA,W 32-21,4.4,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
TE,Z. Ertz,CAR,L 17-21,18.3,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
FLEX,M. Crabtree,NO,L 23-24,9.1,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
K,P. Dawson,DEN,L 10-45,5,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
DEF,Vikings DEF,@NYJ,W 37-17,12,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
BN,P. Garcon,LAR,L 10-39,1,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
BN,J. Cook,BYE,BYE,0,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
BN,K. Benjamin,CIN,W 45-10,9.1,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
BN,J. Garoppolo,LAR,L 10-39,0,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
BN,M. Gordon,TEN,W 20-19,0,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
BN,R. Penny,BYE,BYE,0,2018,7,Goldcity,114.3,DJ-CMC,119.42,Hagen,Tobsenheimi
QB,M. Trubisky,NE,L 31-38,31.42,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
RB,D. Johnson,DEN,L 10-45,8.5,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
RB,C. McCaffrey,@PHI,W 21-17,11,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
WR,J. Brown,NO,L 23-24,22.9,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
WR,T. Boyd,@KC,L 10-45,4.2,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
TE,A. Hooper,NYG,W 23-20,6.3,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
FLEX,P. Lindsay,@ARI,W 45-10,16.1,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
K,M. Prater,@MIA,W 32-21,14,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
DEF,Chargers DEF,TEN,W 20-19,5,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
BN,L. McCoy,@IND,L 5-37,0.1,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
BN,R. Gronkowski,@CHI,W 38-31,0,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
BN,A. Rodgers,BYE,BYE,0,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
BN,A. Peterson,DAL,W 20-17,11.2,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
BN,A. Robinson,NE,L 31-38,0.9,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
BN,A. Cooper,@WAS,L 17-20,0,2018,7,DJ-CMC,119.42,Goldcity,114.3,Tobsenheimi,Hagen
QB,J. Goff,@SF,W 39-10,16.48,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
RB,M. Ingram,@BAL,W 24-23,5.2,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
RB,A. Kamara,@BAL,W 24-23,14.5,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
WR,A. Jeffery,CAR,L 17-21,18.3,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
WR,B. Cooks,@SF,W 39-10,15.1,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
TE,T. Kelce,CIN,W 45-10,12,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
FLEX,T. Coleman,NYG,W 23-20,15.2,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
K,G. Zuerlein,@SF,W 39-10,13,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
DEF,Texans DEF,@JAX,W 20-7,14,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
BN,R. Wilson,BYE,BYE,0,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
BN,A. Morris,LAR,L 10-39,2.5,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
BN,D. Funchess,@PHI,W 21-17,15.2,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
BN,D. Cook,@NYJ,W 37-17,0,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
BN,C. Ridley,NYG,W 23-20,6.8,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
BN,M. Crosby,BYE,BYE,0,2018,7,Rui's Crew,123.78,Frodo's Homos,88.32,Patrick,Bauer
QB,A. Dalton,@KC,L 10-45,7.92,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
RB,J. Mixon,@KC,L 10-45,6.6,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
RB,S. Michel,@CHI,W 38-31,2,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
WR,M. Thomas,@BAL,W 24-23,16.4,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
WR,C. Kirk,DEN,L 10-45,7.2,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
TE,G. Kittle,LAR,L 10-39,18.3,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
FLEX,S. Barkley,@ATL,L 20-23,21.9,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
K,W. Lutz,@BAL,W 24-23,6,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
DEF,Jaguars DEF,HOU,L 7-20,2,2018,7,Frodo's Homos,88.32,Rui's Crew,123.78,Bauer,Patrick
