pos,player,opp,status,stats,points,projected,year,week,team,total_score,total_score_proj,team_away,team_away_proj,team_away_score
WR,A. Lazard,vs CHI,W 27-10,,8.30,9.64,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
TE,D. Waller,vs ARI,L 23-29,,14.00,10.92,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
FLX,D. Metcalf,@ SF,W 7-27,,5.50,9.01,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
FLX,A. Cooper,vs NYJ,L 30-31,,20.60,9.72,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
K,T. Bass,vs TEN,W 41-7,,12.00,9.44,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
DEF,T. Buccaneers,@ NO,L 20-10,,29.00,8.59,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
BN,A. Kamara,vs TB,L 10-20,,0.00,0.00,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
BN,R. White,@ NO,L 20-10,,0.10,4.38,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
BN,J. Cook,vs TEN,W 41-7,,5.30,3.05,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
BN,K. Walker,@ SF,W 7-27,,2.50,4.52,2022,2,AllTimeReadyPat,125.20,116.13,StumpfistTrumpf,123.60,115.16
